Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Micronesia, Fed. Sts.",FSM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,320760.4369,,,,,296000.0289,,,,,268103.0889,,,,,242508.8427,,,,,214678.7934,,,,,187670.7203,,,,,163579.1109,,,,,143691.7566,,,,,127298.5539,,,,,111370.296,,,,,93731.58589,,,,,79426.11724,77384.95476,,,
United Kingdom,GBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2723.004695,,,,,2639.069883,,,,,2585.312412,,,,,2580.369983,,,,,2574.864587,,,,,2552.72477,,,,,2518.217917,,,,,2486.412442,,,,,2442.291227,,,,,2364.549513,,,,,2276.287451,,,,,2195.012178,2181.752174,,,
Georgia,GEO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927.77265,,,,,13363.48566,,,,,14610.97922,,,,,15058.96909,,,,,15589.1564,,,,,15592.79443,15598.8825,,,
Ghana,GHA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4284.522861,,,,,3725.652767,,,,,3282.901608,,,,,2914.735895,,,,,2594.882788,,,,,2235.828885,,,,,1935.688506,,,,,1691.888934,,,,,1496.564126,,,,,1319.459643,,,,,1165.543578,,,,,1040.469669,1017.902041,,,
Gibraltar,GIB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,62579.12383,,,,,57345.18196,,,,,52673.97328,,,,,48823.89502,,,,,44513.83701,,,,,38956.6311,,,,,33650.82239,,,,,29495.94176,,,,,26321.68335,,,,,23744.08749,,,,,21216.60919,,,,,18727.96357,18204.82392,,,
"Gambia, The",GMB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7897.105974,,,,,7031.986161,,,,,6092.310692,,,,,5201.515375,,,,,4424.054469,,,,,3610.060517,,,,,2919.776228,,,,,2498.912973,,,,,2136.351951,,,,,1829.440082,,,,,1574.786616,,,,,1355.074755,1315.736383,,,
Guinea-Bissau,GNB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,25442.17709,,,,,23907.60904,,,,,21842.52631,,,,,20732.58592,,,,,19743.2879,,,,,17529.34796,,,,,15680.84771,,,,,14127.97294,,,,,12754.55298,,,,,11335.09736,,,,,9968.965365,,,,,8752.036216,8536.502083,,,
Equatorial Guinea,GNQ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,99153.76079,,,,,89106.3999,,,,,89807.53554,,,,,107367.0301,,,,,91344.0932,,,,,67889.19439,,,,,58130.56572,,,,,48465.95919,,,,,39490.39168,,,,,31642.2575,,,,,25213.56373,,,,,20602.0881,19863.00637,,,
Greece,GRC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6865.340954,,,,,6678.882112,,,,,6525.191514,,,,,6230.878321,,,,,5924.707388,,,,,5799.654921,,,,,5577.426654,,,,,5440.258041,,,,,5320.114012,,,,,5249.59422,,,,,5251.239677,,,,,5393.001502,5403.953943,,,
Grenada,GRD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2162.606373,,,,,2104.997264,,,,,2128.021791,,,,,2216.827941,,,,,2147.489585,,,,,2011.566507,,,,,2058.439086,,,,,1969.143521,,,,,1929.831333,,,,,1901.447953,,,,,1861.296207,,,,,1803.849415,1794.542795,,,
Greenland,GRL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,24939.45559,,,,,21634.75112,,,,,19078.3714,,,,,17028.79629,,,,,15035.81747,,,,,13105.39546,,,,,11441.67757,,,,,10122.01852,,,,,8989.490693,,,,,8102.683257,,,,,7387.391995,,,,,6787.913387,6680.145226,,,
Guam,GUM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,397502.1689,,,,,356582.1966,,,,,333818.5938,,,,,316097.0798,,,,,308480.3949,,,,,318172.3966,,,,,321935.9975,,,,,317952.4391,,,,,323581.5781,,,,,322849.8668,,,,,319041.3403,,,,,310880.2943,309368.2085,,,
High income,HIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,13293.53423,,,,,12565.24865,,,,,11943.78045,,,,,11428.04585,,,,,10983.90909,,,,,10622.04834,,,,,10194.16663,,,,,9712.465953,,,,,9420.830987,,,,,9098.380518,,,,,8811.240129,,,,,8565.499241,8525.41561,,,
"Hong Kong SAR, China",HKG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,42056.95921,,,,,36462.09125,,,,,31456.208,,,,,27039.88428,,,,,23182.89427,,,,,19959.4119,,,,,17286.09789,,,,,14995.7722,,,,,13083.63496,,,,,11610.3948,,,,,10492.21521,,,,,9615.001184,9456.039897,,,
Heavily indebted poor countries (HIPC),HPC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,28585.49544,,,,,25275.883,,,,,22233.17859,,,,,19431.1161,,,,,17024.1232,,,,,15016.15321,,,,,13051.30767,,,,,9892.076596,,,,,8607.506515,,,,,7467.814903,,,,,6139.176511,,,,,5339.236378,5194.65269,,,
Croatia,HRV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8238.96405,,,,,8313.266827,,,,,8763.011445,,,,,8746.659391,,,,,8834.092003,,,,,9140.433179,9222.467693,,,
Haiti,HTI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3236.239513,,,,,2939.223803,,,,,2688.877799,,,,,2456.64235,,,,,2200.762983,,,,,1965.177068,,,,,1777.036135,,,,,1619.655321,,,,,1485.809927,,,,,1369.830409,,,,,1268.861474,,,,,1184.353063,1169.359526,,,
Hungary,HUN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,596.3186862,,,,,587.2792955,,,,,577.0069094,,,,,563.4844602,,,,,560.4577445,,,,,565.358186,,,,,578.6288637,,,,,583.0628408,,,,,590.6321024,,,,,596.6717649,,,,,604.8166387,,,,,612.997634,613.775328,,,
IBRD only,IBD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,12688.01979,,,,,11248.98104,,,,,9944.73564,,,,,8939.891693,,,,,8113.262086,,,,,7362.03779,,,,,7532.573179,,,,,7024.404455,,,,,6617.962037,,,,,6270.689824,,,,,5962.463881,,,,,5677.155919,5628.143557,,,
IDA & IBRD total,IBT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,13700.40529,,,,,12136.85766,,,,,10725.19668,,,,,9605.930551,,,,,8657.769898,,,,,7802.805996,,,,,7687.620689,,,,,7021.615573,,,,,6530.963503,,,,,6102.492035,,,,,5678.766058,,,,,5324.19281,5259.815425,,,
IDA total,IDA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,18813.72208,,,,,16599.75674,,,,,14638.33956,,,,,12872.64334,,,,,11223.51422,,,,,9801.69864,,,,,8383.451419,,,,,7010.575095,,,,,6207.292758,,,,,5515.257235,,,,,4779.935606,,,,,4274.02046,4178.968268,,,
IDA blend,IDB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,14020.12417,,,,,12402.57684,,,,,10891.24865,,,,,9430.794376,,,,,8079.161794,,,,,6944.189534,,,,,5645.820184,,,,,4961.629767,,,,,4394.997746,,,,,3911.348104,,,,,3468.623253,,,,,3090.429693,3021.455076,,,
Indonesia,IDN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,21819.44985,,,,,19068.52139,,,,,16681.08389,,,,,14705.19065,,,,,13068.70633,,,,,11756.94582,,,,,10752.64888,,,,,9952.844216,,,,,9287.451809,,,,,8687.27966,,,,,8125.120038,,,,,7627.782387,7541.7337,,,
IDA only,IDX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,21245.54351,,,,,18720.66027,,,,,16543.82969,,,,,14664.31962,,,,,12904.92795,,,,,11367.70259,,,,,9983.56808,,,,,8091.142209,,,,,7162.431892,,,,,6359.049229,,,,,5441.76339,,,,,4874.611785,4766.398782,,,
Isle of Man,IMN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3082.648288,,,,,2778.628741,,,,,2488.438677,,,,,2216.401856,,,,,1974.763727,,,,,1764.098556,,,,,1590.221973,,,,,1444.69973,,,,,1322.580507,,,,,1222.099751,,,,,1142.378393,,,,,1080.171123,1069.018778,,,
Not classified,INX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,17277.55152,,,,,16882.2891,,,,,16135.14003,,,,,14929.01103,,,,,14057.03138,,,,,13841.58504,,,,,13770.11772,,,,,13336.34172,,,,,12462.01945,,,,,11139.04207,,,,,10653.25545,,,,,10192.64515,10067.14994,,,
"Iran, Islamic Rep.",IRN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5569.688309,,,,,4882.63142,,,,,4272.609795,,,,,3692.206092,,,,,3069.079535,,,,,2510.070461,,,,,2186.103743,,,,,2035.278939,,,,,1909.792376,,,,,1801.32251,,,,,1701.088197,,,,,1592.832615,1570.900728,,,
Iraq,IRQ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4586.78716,,,,,3934.105081,,,,,3320.860922,,,,,2824.573371,,,,,2438.945638,,,,,2165.211546,,,,,1912.758644,,,,,1641.823284,,,,,1411.844622,,,,,1261.140583,,,,,1103.793878,,,,,937.3471568,915.8651892,,,
Iceland,ISL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,932129.9718,,,,,855341.6083,,,,,812864.2947,,,,,766459.7225,,,,,726930.6423,,,,,691453.2313,,,,,651198.7803,,,,,627010.1207,,,,,591257.0473,,,,,545630.7813,,,,,530063.9818,,,,,495049.505,481967.334,,,
Israel,ISR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,327.0824248,,,,,273.2240437,,,,,238.2465057,,,,,207.5837254,,,,,186.0580501,,,,,171.6639963,,,,,146.3985946,,,,,128.5126799,,,,,114.1552511,,,,,104.4553697,,,,,94.81069465,,,,,86.07531016,84.43283649,,,
Italy,ITA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3586.909843,,,,,3449.872875,,,,,3355.930237,,,,,3261.525503,,,,,3227.600787,,,,,3224.271624,,,,,3213.192958,,,,,3207.924181,,,,,3198.443324,,,,,3122.951365,,,,,3065.180844,,,,,3014.699725,3020.435022,,,
Jamaica,JAM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6455.711303,,,,,6001.694648,,,,,5593.024404,,,,,5201.304868,,,,,4844.538782,,,,,4556.285257,,,,,4397.721783,,,,,4188.606896,,,,,4019.172302,,,,,3909.719897,,,,,3808.062128,,,,,3705.430752,3687.748586,,,
Jordan,JOR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,674.8152421,,,,,494.5630695,,,,,362.0105493,,,,,312.9357642,,,,,266.0399255,,,,,217.7661409,,,,,171.4572889,,,,,140.661016,,,,,128.2554216,,,,,109.0277189,,,,,84.30199248,,,,,69.69253534,68.43732696,,,
Japan,JPN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4529.510286,,,,,4305.209303,,,,,4011.643094,,,,,3776.169734,,,,,3629.304524,,,,,3522.597875,,,,,3455.897127,,,,,3411.155271,,,,,3374.004473,,,,,3359.348755,,,,,3369.140242,,,,,3386.573418,3390.873032,,,
Kazakhstan,KAZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3914.449062,,,,,4196.445835,,,,,4330.723817,,,,,4155.851335,,,,,3832.161452,,,,,3567.512979,3520.924083,,,
Kenya,KEN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2393.893282,,,,,2031.904433,,,,,1704.254957,,,,,1414.041928,,,,,1167.096275,,,,,968.098987,,,,,817.3392803,,,,,703.7068011,,,,,613.3016052,,,,,534.801718,,,,,466.8105691,,,,,412.1769742,402.7819586,,,
Kyrgyz Republic,KGZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10836.24928,,,,,10418.61852,,,,,9804.235879,,,,,9287.4497,,,,,8726.280497,,,,,7894.227356,7738.660087,,,
Cambodia,KHM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,20005.19538,,,,,18037.79591,,,,,16515.76516,,,,,16759.21291,,,,,17428.24182,,,,,14710.75796,,,,,12531.30358,,,,,10673.89447,,,,,9542.861334,,,,,8815.819762,,,,,8159.424602,,,,,7533.068202,7421.632088,,,
Kiribati,KIR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,470.9483723,,,,,506.457331,,,,,541.5406832,,,,,546.149645,,,,,561.6268458,,,,,584.7810726,,,,,589.8110147,,,,,560.0018667,,,,,531.3496281,,,,,502.4178861,,,,,481.1451254,,,,,461.219156,457.6833594,,,
"Korea, Rep.",KOR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2445.967134,,,,,2152.269642,,,,,1935.508556,,,,,1781.016289,,,,,1649.021501,,,,,1558.081856,,,,,1482.354767,,,,,1411.2067,,,,,1361.115738,,,,,1332.069719,,,,,1291.836452,,,,,1262.608784,1257.146982,,,
Kuwait,KWT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,
Latin America & Caribbean (excluding high income),LAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,57634.47366,,,,,50362.39963,,,,,44415.39803,,,,,39489.91606,,,,,35296.14103,,,,,31790.92207,,,,,28963.89177,,,,,26646.54325,,,,,24767.85573,,,,,23262.07202,,,,,21989.26445,,,,,20831.01974,20607.68654,,,
Lao PDR,LAO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,85722.40259,,,,,76253.73109,,,,,67022.3828,,,,,60717.4029,,,,,55980.35748,,,,,48751.38586,,,,,42307.85811,,,,,37700.67093,,,,,34660.7389,,,,,32027.18273,,,,,29544.44911,,,,,27383.74099,26963.11746,,,
Lebanon,LBN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2493.12443,,,,,2207.168515,,,,,1985.24549,,,,,1844.923424,,,,,1841.798701,,,,,1799.129446,,,,,1560.400672,,,,,1312.040017,,,,,1147.719923,,,,,1006.849302,,,,,866.7983719,,,,,703.877028,699.768843,,,
Liberia,LBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,171430.8735,,,,,153488.1722,,,,,135633.0367,,,,,118192.4824,,,,,100528.933,,,,,92880.17714,,,,,99919.46491,,,,,85976.76048,,,,,66121.66982,,,,,57771.56027,,,,,48359.85146,,,,,42533.0652,41502.59308,,,
Libya,LBY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,451.375567,,,,,372.5645588,,,,,300.7535595,,,,,244.2736158,,,,,201.1238225,,,,,170.3280299,,,,,150.5086332,,,,,136.7719628,,,,,126.557173,,,,,117.1590079,,,,,111.3629859,,,,,106.3712908,104.8129351,,,
St. Lucia,LCA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3264.702042,,,,,3019.019825,,,,,2822.121671,,,,,2662.288681,,,,,2479.605247,,,,,2292.386221,,,,,2116.282679,,,,,1987.80811,,,,,1882.152178,,,,,1789.506335,,,,,1698.234968,,,,,1657.870741,1649.348507,,,
Latin America & Caribbean,LCN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,59791.65065,,,,,52348.97922,,,,,46271.26726,,,,,41206.16594,,,,,36885.72332,,,,,33258.12995,,,,,30305.20296,,,,,27879.43179,,,,,25919.72074,,,,,24348.09534,,,,,23015.46952,,,,,21873.8354,21671.61414,,,
Least developed countries: UN classification,LDC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,20555.71238,,,,,18207.1644,,,,,16157.87005,,,,,14360.94317,,,,,12668.83865,,,,,11186.97046,,,,,9808.71079,,,,,7880.695994,,,,,6960.997815,,,,,6167.442475,,,,,5235.685935,,,,,4654.362294,4546.9264,,,
Low income,LIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,22051.42055,,,,,19623.93152,,,,,17320.37348,,,,,15234.71663,,,,,13448.81339,,,,,11974.55547,,,,,10445.31501,,,,,7739.427382,,,,,6734.1561,,,,,5834.150011,,,,,4723.807387,,,,,4154.485879,4047.627242,,,
Liechtenstein,LIE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5100.374993,,,,,4529.214722,,,,,4060.840622,,,,,3699.16408,,,,,3406.185711,,,,,3172.322734,,,,,2976.857135,,,,,2858.550941,,,,,2769.839553,,,,,2661.016174,,,,,2585.067319,,,,,2462.227196,2436.548223,,,
Lower middle income,LMC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,9124.792711,,,,,8108.278925,,,,,7193.876674,,,,,6372.452741,,,,,5624.829135,,,,,4969.601841,,,,,4345.561169,,,,,3934.587795,,,,,3601.090345,,,,,3317.572769,,,,,3070.2164,,,,,2853.131371,2813.326204,,,
Low & middle income,LMY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,13113.71953,,,,,11599.89349,,,,,10231.54662,,,,,9154.079628,,,,,8243.932155,,,,,7422.818679,,,,,7364.894797,,,,,6720.199415,,,,,6244.290911,,,,,5830.158633,,,,,5421.560191,,,,,5078.572126,5015.978731,,,
Lesotho,LSO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6017.497917,,,,,5435.014169,,,,,4855.621845,,,,,4257.130694,,,,,3695.167738,,,,,3276.131534,,,,,2934.436936,,,,,2657.447407,,,,,2576.567913,,,,,2632.206735,,,,,2595.548956,,,,,2500.559399,2480.639863,,,
Late-demographic dividend,LTE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,14444.34838,,,,,12763.32306,,,,,11245.63591,,,,,10233.14088,,,,,9480.667882,,,,,8763.976476,,,,,9715.285222,,,,,9198.643652,,,,,8844.45369,,,,,8539.940518,,,,,8271.269859,,,,,7999.981287,7956.357149,,,
Lithuania,LTU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178.249643,,,,,4324.30981,,,,,4490.182735,,,,,4784.460962,,,,,5174.422555,,,,,5465.98204,5518.387546,,,
Luxembourg,LUX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3117.692907,,,,,2985.119181,,,,,2885.170225,,,,,2767.338761,,,,,2735.790986,,,,,2697.235334,,,,,2549.882068,,,,,2384.074383,,,,,2241.273043,,,,,2083.363716,,,,,1883.430707,,,,,1676.906979,1644.872111,,,
Latvia,LVA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479.651828,,,,,6963.024041,,,,,7332.784168,,,,,7698.862668,,,,,8327.11094,,,,,8721.852204,8790.072925,,,
"Macao SAR, China",MAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2214.604323,,,,,1939.275662,,,,,1736.850395,,,,,1557.457814,,,,,1382.003823,,,,,1236.8185,,,,,1127.903915,,,,,1044.872858,,,,,984.5605626,,,,,930.5707576,,,,,872.3930264,,,,,815.0358488,804.9051698,,,
Monaco,MCO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.1482233,,,,,551.8605878,,,,,556.6046293,,,,,563.7863333,,,,,566.5409319,,,,,587.9880573,598.1802029,,,
Madagascar,MDG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,62961.26836,,,,,55486.68657,,,,,48512.80889,,,,,42134.70678,,,,,36495.01843,,,,,31649.87017,,,,,27395.3939,,,,,23487.82327,,,,,20101.25545,,,,,17341.17134,,,,,15080.56625,,,,,13179.24386,12832.07614,,,
Maldives,MDV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,316.1155719,,,,,279.1191001,,,,,243.2162922,,,,,207.4330164,,,,,176.627475,,,,,147.7657814,,,,,126.9728405,,,,,113.7069998,,,,,101.9766473,,,,,89.50628334,,,,,75.52280663,,,,,60.43537645,58.17290539,,,
Middle East & North Africa,MEA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2068.221311,,,,,1802.084397,,,,,1570.762346,,,,,1364.130918,,,,,1164.890516,,,,,991.779488,,,,,867.5804259,,,,,773.6989365,,,,,704.0472232,,,,,636.8055297,,,,,573.374726,,,,,522.272908,513.3446055,,,
Mexico,MEX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,10175.31445,,,,,8710.243383,,,,,7478.522926,,,,,6505.497034,,,,,5755.808758,,,,,5164.136133,,,,,4697.092865,,,,,4322.964195,,,,,4022.234835,,,,,3746.433228,,,,,3487.554411,,,,,3277.839116,3241.124221,,,
Marshall Islands,MHL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,12598.43191,,,,,11140.22486,,,,,9825.73353,,,,,8799.65468,,,,,7934.071164,,,,,7148.60872,,,,,7185.572657,,,,,6642.398249,,,,,6204.151179,,,,,5829.803969,,,,,5494.56528,,,,,5182.259229,5126.2968,,,
North Macedonia,MKD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.397662,,,,,2704.233478,,,,,2673.059569,,,,,2642.448787,,,,,2620.031402,,,,,2603.034367,2600.884204,,,
Mali,MLI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,11149.58337,,,,,10514.89329,,,,,9760.122223,,,,,8938.857766,,,,,8120.541315,,,,,7442.122612,,,,,6779.405161,,,,,5943.911468,,,,,5164.89353,,,,,4395.135903,,,,,3754.812731,,,,,3241.065773,3145.024139,,,
Malta,MLT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,155.9123186,,,,,162.092762,,,,,166.9697471,,,,,164.51119,,,,,154.9564588,,,,,146.5956428,,,,,137.3708578,,,,,131.9257767,,,,,127.5352363,,,,,124.1628229,,,,,120.2300799,,,,,107.9062135,104.2032066,,,
Myanmar,MMR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,44180.75798,,,,,39464.69378,,,,,35099.64073,,,,,31311.32764,,,,,28062.69488,,,,,25448.96693,,,,,23650.00297,,,,,22270.9715,,,,,21022.10753,,,,,20208.99055,,,,,19504.52781,,,,,18785.17502,18671.22333,,,
Middle East & North Africa (excluding high income),MNA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2187.14414,,,,,1913.605579,,,,,1677.39084,,,,,1470.789439,,,,,1269.041814,,,,,1089.167795,,,,,948.8678754,,,,,853.1737335,,,,,780.144526,,,,,715.1047156,,,,,654.1131254,,,,,599.2430087,589.2804679,,,
Montenegro,MNE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,34410.23527,,,,,29662.81561,,,,,25650.9859,,,,,22276.17723,,,,,19575.55913,,,,,17114.6054,,,,,15511.51217,,,,,14898.89303,,,,,14243.25932,,,,,13416.51056,,,,,12319.9011,,,,,11176.09805,10977.17694,,,
Northern Mariana Islands,MNP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
