Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mozambique,MOZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,13360.31326,,,,,11915.37164,,,,,10617.98695,,,,,9340.194853,,,,,8228.179307,,,,,7844.300873,,,,,7264.957791,,,,,6116.907333,,,,,5345.300269,,,,,4627.809889,,,,,4034.159963,,,,,3500.993944,3400.460042,,,
Mauritania,MRT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,443.6114407,,,,,381.9180881,,,,,328.5574766,,,,,283.4589647,,,,,244.8497388,,,,,212.7935753,,,,,186.6851485,,,,,164.3677778,,,,,143.9834534,,,,,124.901952,,,,,107.9169202,,,,,93.40159745,90.84071263,,,
Mauritius,MUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3928.041591,,,,,3509.300092,,,,,3228.672395,,,,,2985.742024,,,,,2771.729767,,,,,2655.195245,,,,,2536.790844,,,,,2395.748787,,,,,2283.705829,,,,,2219.210571,,,,,2190.492419,,,,,2175.369065,2174.182785,,,
Malawi,MWI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4204.168378,,,,,3709.955922,,,,,3254.979877,,,,,2822.687975,,,,,2458.123191,,,,,1982.523332,,,,,1666.327,,,,,1572.347569,,,,,1377.878124,,,,,1209.731095,,,,,1048.323559,,,,,913.4025871,889.5887526,,,
Malaysia,MYS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,66725.43874,,,,,57732.57693,,,,,51217.39781,,,,,45346.81833,,,,,40079.56485,,,,,35104.70037,,,,,30522.0427,,,,,26898.18896,,,,,23958.63484,,,,,21706.28869,,,,,19953.08342,,,,,18646.72667,18396.32685,,,
North America,NAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,27628.29512,,,,,25866.63259,,,,,24418.98677,,,,,23232.85573,,,,,22073.28922,,,,,21091.36258,,,,,19895.72897,,,,,18733.29182,,,,,17768.84545,,,,,16963.95326,,,,,16259.70156,,,,,15671.85918,15575.56709,,,
Namibia,NAM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,9261.500574,,,,,8173.197485,,,,,7088.982846,,,,,6203.705102,,,,,5574.141053,,,,,4787.083578,,,,,4060.777177,,,,,3627.735451,,,,,3326.997995,,,,,3069.997947,,,,,2806.663274,,,,,2563.864576,2516.031532,,,
New Caledonia,NCL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,975.4118189,,,,,844.4747705,,,,,734.0257643,,,,,637.388325,,,,,551.7432723,,,,,477.5592194,,,,,408.5552401,,,,,343.8723326,,,,,287.1208733,,,,,238.3318838,,,,,196.6821519,,,,,162.0191249,155.9518048,,,
Nigeria,NGA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4699.146401,,,,,4222.21208,,,,,3767.10027,,,,,3288.537109,,,,,2854.281601,,,,,2509.993722,,,,,2206.432023,,,,,1947.863177,,,,,1718.559397,,,,,1510.182068,,,,,1321.542677,,,,,1157.836436,1128.272395,,,
Nicaragua,NIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,82763.50967,,,,,71091.69741,,,,,61050.41417,,,,,52323.2445,,,,,45211.04711,,,,,39954.75835,,,,,35790.92655,,,,,32357.30451,,,,,29929.16324,,,,,27944.2139,,,,,26111.02661,,,,,24465.75429,24160.53695,,,
Netherlands,NLD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,931.7541738,,,,,873.1405381,,,,,825.2934124,,,,,793.8693082,,,,,768.5487494,,,,,750.0833445,,,,,724.4388661,,,,,704.6471479,,,,,681.1597227,,,,,671.4811458,,,,,656.5219306,,,,,642.0996987,638.3611899,,,
Norway,NOR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,104976.2594,,,,,100936.9966,,,,,97126.77638,,,,,94479.50327,,,,,92835.91107,,,,,91236.8444,,,,,89119.05349,,,,,86716.54608,,,,,84175.10272,,,,,81118.62154,,,,,76117.25485,,,,,72390.05429,71913.78779,,,
Nepal,NPL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,18997.14439,,,,,17411.98361,,,,,15751.23288,,,,,14128.34626,,,,,12600.58295,,,,,11246.22149,,,,,9940.655989,,,,,8775.824702,,,,,8015.975329,,,,,7512.531183,,,,,7343.689096,,,,,7172.666048,7054.457278,,,
Nauru,NRU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2023.472278,,,,,1607.458608,,,,,1471.020888,,,,,1352.082207,,,,,1247.50499,,,,,1127.649977,,,,,997.0089731,,,,,939.5847036,,,,,989.9029895,,,,,1015.640869,,,,,986.5824783,,,,,945.4476695,936.5049635,,,
New Zealand,NZL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,131748.5898,,,,,120039.6461,,,,,112607.1834,,,,,104800.9743,,,,,103608.8844,,,,,99865.62424,,,,,92589.97084,,,,,86478.19533,,,,,82816.25934,,,,,77418.43837,,,,,74181.6202,,,,,67932.52451,66726.52328,,,
OECD members,OED,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,15629.93803,,,,,14648.05542,,,,,13805.88603,,,,,13108.29118,,,,,12510.38508,,,,,12014.25271,,,,,11441.34932,,,,,10858.11826,,,,,10466.23382,,,,,10087.52236,,,,,9761.825471,,,,,9447.862015,9391.902491,,,
Oman,OMN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2418.684685,,,,,2120.836155,,,,,1803.229068,,,,,1431.779784,,,,,1085.169531,,,,,864.2663521,,,,,705.9041826,,,,,622.2888763,,,,,599.6076853,,,,,526.8779246,,,,,400.2251552,,,,,300.0476218,289.8865219,,,
Other small states,OSS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,67024.54563,,,,,60592.48745,,,,,54199.10072,,,,,48348.00469,,,,,42610.6166,,,,,36961.14566,,,,,30225.31535,,,,,26890.5225,,,,,24549.22974,,,,,21841.05561,,,,,19274.35634,,,,,17365.89912,17012.51906,,,
Pakistan,PAK,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1165.28174,,,,,1025.052602,,,,,896.0284143,,,,,775.1045658,,,,,659.2226684,,,,,559.5927516,,,,,482.8325549,,,,,419.6633427,,,,,367.7707266,,,,,327.7553231,,,,,293.6777194,,,,,264.5423626,259.1548964,,,
Panama,PAN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,113601.6806,,,,,98003.76518,,,,,84960.97455,,,,,74327.83909,,,,,65871.07016,,,,,58923.52839,,,,,53029.00019,,,,,47864.20861,,,,,43376.16438,,,,,39552.11715,,,,,36227.3198,,,,,33262.19866,32703.93031,,,
Peru,PER,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,152658.7886,,,,,132479.0092,,,,,115384.9886,,,,,100932.9191,,,,,89056.9085,,,,,79308.75245,,,,,71450.89556,,,,,65090.74606,,,,,60551.35161,,,,,57918.22624,,,,,55614.31792,,,,,52187.52054,51298.45903,,,
Philippines,PHL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,17060.0176,,,,,14592.99408,,,,,12630.72404,,,,,10978.8316,,,,,9575.487264,,,,,8364.790797,,,,,7366.949962,,,,,6558.869434,,,,,5887.03336,,,,,5357.613306,,,,,4927.342832,,,,,4554.404265,4491.268065,,,
Palau,PLW,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,342256.6463,,,,,308454.1863,,,,,274490.1029,,,,,242533.5399,,,,,212552.0335,,,,,186601.2824,,,,,165625.3567,,,,,147063.3325,,,,,131341.1671,,,,,117647.007,,,,,104966.5424,,,,,94927.28049,93071.09516,,,
Poland,POL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1768.480789,,,,,1675.672625,,,,,1621.507972,,,,,1545.15618,,,,,1479.41729,,,,,1422.956779,,,,,1397.155282,,,,,1386.816857,,,,,1402.026933,,,,,1406.065388,,,,,1408.185615,,,,,1411.461372,1411.464197,,,
Pre-demographic dividend,PRE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,19188.07717,,,,,17027.46688,,,,,14982.41978,,,,,13008.75617,,,,,11307.36575,,,,,9933.515945,,,,,8602.953328,,,,,7418.744771,,,,,6466.156109,,,,,5604.12202,,,,,4602.795345,,,,,3990.783233,3882.395744,,,
Puerto Rico,PRI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2897.578359,,,,,2683.626176,,,,,2520.182759,,,,,2298.709161,,,,,2166.316344,,,,,2062.84411,,,,,1980.376975,,,,,1888.584174,,,,,1856.839748,,,,,1876.819821,,,,,1953.507619,,,,,2135.15469,2223.367657,,,
"Korea, Dem. People's Rep.",PRK,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5643.66125,,,,,5067.042646,,,,,4405.64409,,,,,3988.910115,,,,,3720.451287,,,,,3447.922375,,,,,3200.014214,,,,,2999.740813,,,,,2870.675675,,,,,2769.930789,,,,,2701.543404,,,,,2634.702508,2622.349636,,,
Portugal,PRT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4225.045961,,,,,4281.921726,,,,,4403.02511,,,,,4018.750644,,,,,3833.825459,,,,,3788.622388,,,,,3818.138449,,,,,3759.035163,,,,,3646.962162,,,,,3604.299512,,,,,3613.938543,,,,,3689.212936,3695.124245,,,
Paraguay,PRY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,58305.40571,,,,,51073.92755,,,,,45049.3984,,,,,39854.07278,,,,,34730.84928,,,,,30063.78919,,,,,26321.59728,,,,,23408.91411,,,,,21149.83519,,,,,19505.10384,,,,,18220.01367,,,,,17037.86396,16819.84466,,,
West Bank and Gaza,PSE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.3019864,,,,,300.0164787,,,,,264.0330132,,,,,232.3654112,,,,,204.020203,,,,,182.275094,177.7160295,,,
Pacific island small states,PSS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,134409.9908,,,,,115958.0958,,,,,102411.7059,,,,,90521.05598,,,,,79739.8065,,,,,72174.68945,,,,,67162.49355,,,,,61297.48052,,,,,57234.38187,,,,,53453.07095,,,,,49536.76049,,,,,46011.03248,45257.40352,,,
Post-demographic dividend,PST,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,12452.6167,,,,,11789.26103,,,,,11228.13088,,,,,10793.98956,,,,,10435.85663,,,,,10155.45856,,,,,9227.487509,,,,,8895.017767,,,,,8681.555165,,,,,8456.844899,,,,,8267.339127,,,,,8090.613185,8062.624598,,,
French Polynesia,PYF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,995.2724558,,,,,648.9142274,,,,,429.1023332,,,,,307.1539445,,,,,201.9990694,,,,,132.6530129,,,,,113.0392832,,,,,104.6103265,,,,,87.38094346,,,,,45.96037067,,,,,25.50000501,,,,,20.55251774,20.13170449,,,
Romania,ROU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2269.155706,,,,,2169.52365,,,,,2051.50974,,,,,1947.959781,,,,,1885.588555,,,,,1846.668959,,,,,1859.238044,,,,,1879.047678,,,,,1950.25461,,,,,2029.403655,,,,,2112.868982,,,,,2163.490561,2176.238333,,,
Russian Federation,RUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29029.57008,,,,,29151.80662,,,,,29675.20441,,,,,30194.99708,,,,,30111.36996,,,,,29841.5039,29845.40351,,,
Rwanda,RWA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3111.757629,,,,,2777.049411,,,,,2382.610654,,,,,2040.647113,,,,,1725.751869,,,,,1401.183868,,,,,1417.43677,,,,,1479.774289,,,,,1127.320664,,,,,1024.395825,,,,,900.5022717,,,,,792.924774,772.2341033,,,
South Asia,SAS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3345.939029,,,,,2997.682204,,,,,2676.594801,,,,,2383.324478,,,,,2117.068599,,,,,1885.647886,,,,,1688.306488,,,,,1511.543366,,,,,1376.070562,,,,,1264.142848,,,,,1177.247953,,,,,1105.58236,1092.438214,,,
Saudi Arabia,SAU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,550.10695,,,,,461.9716488,,,,,375.4121909,,,,,292.4085264,,,,,218.4031797,,,,,166.1398303,,,,,138.8673034,,,,,123.6658388,,,,,110.0648732,,,,,95.29637351,,,,,82.31890715,,,,,72.50496153,71.21079145,,,
Sudan,SDN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5162238,,,,,98.00703191,95.69027279,,,
Senegal,SEN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7617.803575,,,,,6615.98175,,,,,5704.322417,,,,,4979.248307,,,,,4365.678726,,,,,3752.320112,,,,,3228.999924,,,,,2825.577743,,,,,2508.826109,,,,,2207.56634,,,,,1925.087245,,,,,1673.221848,1627.316308,,,
Singapore,SGP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,342.8179637,,,,,303.3980583,,,,,278.7585951,,,,,258.0312218,,,,,226.7174413,,,,,216.2326577,,,,,185.7183804,,,,,158.0595347,,,,,143.6798812,,,,,130.7588656,,,,,112.9425158,,,,,106.9089366,106.4079582,,,
Solomon Islands,SLB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,357485.6046,,,,,307599.144,,,,,259055.3463,,,,,215022.7289,,,,,181374.7966,,,,,155819.1661,,,,,135452.9036,,,,,117632.1981,,,,,102656.2005,,,,,90829.10514,,,,,80386.14121,,,,,70279.70379,68468.39119,,,
Sierra Leone,SLE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,66980.38605,,,,,61614.34197,,,,,56044.66199,,,,,50465.17855,,,,,45195.6463,,,,,39622.06493,,,,,36800.83869,,,,,36906.36969,,,,,32220.58211,,,,,26712.78629,,,,,23835.82125,,,,,21366.30296,20914.62532,,,
El Salvador,SLV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5332.310767,,,,,4614.180146,,,,,4041.568946,,,,,3602.668326,,,,,3299.378374,,,,,3084.342257,,,,,2885.719418,,,,,2720.016818,,,,,2621.542369,,,,,2559.856923,,,,,2505.642103,,,,,2446.727709,2434.29885,,,
San Marino,SMR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2087.526507,,,,,1858.831074,,,,,1724.240989,,,,,1249.444518,,,,,907.9848185,,,,,874.3466263,,,,,822.4383103,,,,,756.0367646,,,,,631.4902064,,,,,541.510283,,,,,471.865529,,,,,411.2641128,399.7807869,,,
Serbia,SRB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.916213,,,,,1167.788593,,,,,1197.431995,1203.992092,,,
Sub-Saharan Africa (excluding high income),SSA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,18383.70809,,,,,16288.93616,,,,,14334.33087,,,,,12454.82411,,,,,10763.94034,,,,,9350.3435,,,,,8150.862649,,,,,6597.194878,,,,,5789.997009,,,,,5069.752418,,,,,4232.347386,,,,,3698.584111,3602.002462,,,
South Sudan,SSD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570.783559,,,,,2382.965681,2368.821067,,,
Sub-Saharan Africa,SSF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,18383.70809,,,,,16288.93616,,,,,14334.33087,,,,,12454.82411,,,,,10763.94034,,,,,9350.3435,,,,,8150.862649,,,,,6597.194878,,,,,5789.997009,,,,,5069.752418,,,,,4232.347386,,,,,3698.584111,3602.002462,,,
Small states,SST,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,76628.0877,,,,,69624.616,,,,,63276.26996,,,,,57474.16913,,,,,51731.93191,,,,,46224.94602,,,,,39602.82181,,,,,36087.81251,,,,,33417.60792,,,,,30390.48149,,,,,27393.67835,,,,,25059.85669,24622.1885,,,
Sao Tome and Principe,STP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,33809.9817,,,,,32040.44739,,,,,27973.82266,,,,,24744.04667,,,,,21914.39313,,,,,19771.62862,,,,,17499.63877,,,,,16049.35545,,,,,14784.67277,,,,,13109.07593,,,,,11571.49378,,,,,10527.02742,10330.18689,,,
Suriname,SUR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,325771.4861,,,,,284750.3257,,,,,269089.7428,,,,,276807.7081,,,,,274293.6937,,,,,259820.0156,,,,,235345.5776,,,,,217982.4513,,,,,205297.0794,,,,,193669.17,,,,,182910.9445,,,,,173531.6853,171878.8792,,,
Slovak Republic,SVK,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.575681,,,,,2343.352467,,,,,2344.350914,,,,,2330.063047,,,,,2316.503506,2313.297181,,,
Slovenia,SVN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9351.374256,,,,,9401.01392,,,,,9360.601244,,,,,9251.175102,,,,,9075.623226,,,,,9035.089248,9002.388743,,,
Sweden,SWE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,22614.29742,,,,,21733.79507,,,,,21053.14997,,,,,20723.40436,,,,,20539.89165,,,,,20362.46619,,,,,19727.58171,,,,,19330.63549,,,,,19159.75403,,,,,18692.42242,,,,,17963.36608,,,,,17001.90242,16805.54335,,,
Eswatini,SWZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7539.518213,,,,,6687.60766,,,,,5776.312306,,,,,4960.047196,,,,,4191.727055,,,,,3526.422791,,,,,3045.00026,,,,,2740.24928,,,,,2590.637984,,,,,2532.007354,,,,,2446.063829,,,,,2347.067233,2323.383268,,,
Sint Maarten (Dutch part),SXM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1462.845629,,,,,1242.356771,,,,,1048.800703,,,,,884.7919498,,,,,743.6738196,,,,,627.7700397,,,,,540.8082353,,,,,469.9739867,,,,,417.4512901,,,,,358.7839719,,,,,348.9431236,,,,,417.181685,420.8895783,,,
Turks and Caicos Islands,TCA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4805.803873,,,,,4367.044882,,,,,3931.587237,,,,,3525.063909,,,,,3179.207474,,,,,2771.186459,,,,,2359.699727,,,,,1999.068701,,,,,1663.113886,,,,,1386.573952,,,,,1173.273028,,,,,998.8838472,969.1345506,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,9746.466,,,,,8571.960425,,,,,7505.021723,,,,,6802.779527,,,,,6284.134596,,,,,5784.00746,,,,,5343.53639,,,,,5018.042456,,,,,4773.875935,,,,,4589.021592,,,,,4418.628017,,,,,4247.570357,4219.634346,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12164.52548,,,,,12069.85254,,,,,12083.41121,,,,,11835.88569,,,,,11590.76823,,,,,11282.36067,11233.1515,,,
Togo,TGO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7130.628779,,,,,6197.957369,,,,,5116.618867,,,,,4566.293448,,,,,3944.275279,,,,,3312.461943,,,,,2914.416019,,,,,2563.562415,,,,,2212.798054,,,,,1942.449446,,,,,1697.715923,,,,,1493.80215,1457.708394,,,
Thailand,THA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7720.175531,,,,,6646.475701,,,,,5748.030766,,,,,5055.859353,,,,,4558.03366,,,,,4161.764222,,,,,3883.515298,,,,,3689.771397,,,,,3504.185708,,,,,3392.308829,,,,,3309.601135,,,,,3243.903968,3233.688597,,,
Tajikistan,TJK,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11532.96053,,,,,10686.37297,,,,,9874.182746,,,,,8985.27426,,,,,8058.578475,,,,,7146.179114,6972.97735,,,
Turkmenistan,TKM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2709135,,,,,322.6084211,,,,,304.7710443,,,,,288.4926148,,,,,266.7093908,,,,,244.0224487,240.1339144,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,62350.86556,,,,,54500.38669,,,,,48085.11799,,,,,42743.54635,,,,,38152.83833,,,,,34318.99635,,,,,31217.78543,,,,,28669.0537,,,,,26609.84102,,,,,24952.98162,,,,,23546.36358,,,,,22341.5948,22125.41791,,,
Timor-Leste,TLS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,16711.5903,,,,,15243.84587,,,,,13687.44637,,,,,13253.91204,,,,,13396.21318,,,,,11966.93252,,,,,10488.96584,,,,,9531.599893,,,,,8903.228463,,,,,7926.568042,,,,,7250.64916,,,,,6607.628332,6478.834362,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2187.14414,,,,,1913.605579,,,,,1677.39084,,,,,1470.789439,,,,,1269.041814,,,,,1089.167795,,,,,954.1336616,,,,,858.8923873,,,,,785.6906355,,,,,720.510178,,,,,659.3661228,,,,,604.2345238,594.2501902,,,
Tonga,TON,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3345.939029,,,,,2997.682204,,,,,2676.594801,,,,,2383.324478,,,,,2117.068599,,,,,1885.647886,,,,,1688.306488,,,,,1511.543366,,,,,1376.070562,,,,,1264.142848,,,,,1177.247953,,,,,1105.58236,1092.438214,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,18383.70809,,,,,16288.93616,,,,,14334.33087,,,,,12454.82411,,,,,10763.94034,,,,,9350.3435,,,,,8150.862649,,,,,6597.194878,,,,,5789.997009,,,,,5069.752418,,,,,4232.347386,,,,,3698.584111,3602.002462,,,
Trinidad and Tobago,TTO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4366.434851,,,,,4150.305923,,,,,3966.384888,,,,,3695.114558,,,,,3428.513266,,,,,3214.64808,,,,,3105.075262,,,,,3048.010935,,,,,3006.553347,,,,,2934.770148,,,,,2855.413462,,,,,2774.446195,2762.905973,,,
Tunisia,TUN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,974.3403576,,,,,884.9228967,,,,,792.8055963,,,,,708.6198922,,,,,622.3555453,,,,,544.7533371,,,,,487.0061082,,,,,446.5084476,,,,,424.9710346,,,,,407.0946456,,,,,386.7431278,,,,,366.9062621,362.7260153,,,
Turkiye,TUR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7872.969533,,,,,6989.347926,,,,,6204.34426,,,,,5522.00055,,,,,4932.058075,,,,,4442.189213,,,,,4071.82586,,,,,3759.98564,,,,,3484.515405,,,,,3262.344806,,,,,3040.814726,,,,,2798.445903,2756.858779,,,
Tuvalu,TUV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,7885.877089,,,,,6802.617518,,,,,5821.875559,,,,,4968.878847,,,,,4258.918518,,,,,3656.75153,,,,,3115.587865,,,,,2692.924562,,,,,2377.260485,,,,,2064.824882,,,,,1785.219669,,,,,1536.763078,1491.65091,,,
Uganda,UGA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5404.806869,,,,,4561.166648,,,,,3927.633257,,,,,3430.496125,,,,,2949.631413,,,,,2497.957759,,,,,2101.104276,,,,,1800.937152,,,,,1549.632278,,,,,1322.646575,,,,,1128.514672,,,,,947.3702314,912.7283763,,,
Ukraine,UKR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.559489,,,,,1089.049029,,,,,1143.094949,,,,,1184.707894,,,,,1208.509786,,,,,1229.056547,1234.802572,,,
